date, pm25, pm10, o3, no2, so2, co
2018/7/22, 23, , 15, 6, 1, 
2018/7/23, 35, , 19, 7, 1, 1
2018/7/24, 40, , 17, 6, 1, 2
2018/7/25, 25, , 32, 10, 1, 2
2018/7/26, 16, , 46, 15, 1, 3
2018/7/27, 51, , 42, 7, 1, 2
2018/7/28, 41, , 28, 5, 1, 2
2018/7/29, 37, , 31, 12, 1, 2
2018/7/30, 50, , 43, 14, 1, 3
2018/7/31, 59, , 26, 13, 1, 2
2018/8/1, 50, , 40, 9, 1, 2
2018/8/2, 24, , 26, 8, 1, 2
2018/8/3, 20, , 19, 5, 1, 2
2018/8/4, 8, , 42, 12, 1, 3
2018/8/5, 31, , 46, 15, 1, 3
2018/8/6, 52, , 48, 14, 1, 3
2018/8/7, 67, , 46, 12, 1, 2
2018/8/8, 34, , 34, 12, 1, 2
2018/8/9, 26, , 37, 16, 1, 3
2018/8/10, 53, , 24, 10, 1, 2
2018/8/11, 43, , 17, 8, 1, 1
2018/8/12, 34, , 24, 12, 1, 1
2018/8/13, 34, , 32, 20, 1, 2
2018/8/14, 25, , 38, 14, 1, 3
2018/8/15, 28, , 41, 16, 1, 3
2018/8/16, 72, , 36, 14, 1, 2
2018/8/17, 47, , 28, 7, 1, 2
2018/8/18, 39, , 20, 2, 1, 1
2018/8/19, 27, , 20, 6, 1, 1
2018/8/20, 30, , 19, 7, 1, 1
2018/8/21, 34, , 24, 10, 1, 2
2018/8/22, 23, , 19, 13, 1, 2
2018/8/23, 36, , 38, 14, 1, 3
2018/8/24, 54, , 42, 11, 1, 3
2018/8/25, 56, , 42, 7, 1, 3
2018/8/26, 41, , 36, 13, , 3
2018/8/27, 53, , 72, 16, , 4
2018/8/28, 74, , 62, 18, 1, 3
2018/8/29, 69, , 37, 14, 1, 2
2018/8/30, 61, , 22, 5, 1, 1
2018/8/31, 44, , 19, 4, , 
2018/9/1, 38, , 39, 6, 1, 4
2018/9/2, 52, , 37, 5, 1, 2
2018/9/3, 47, , 30, 11, 1, 1
2018/9/4, 59, , 36, 11, 1, 2
2018/9/5, 56, , 39, 12, 1, 2
2018/9/6, 49, , 17, 8, 1, 1
2018/9/7, 40, , 20, 10, 1, 1
2018/9/8, 37, , 16, 3, 1, 1
2018/9/9, 27, , 20, 6, 1, 1
2018/9/10, 37, , 16, 15, 1, 2
2018/9/11, 32, , 9, 15, 1, 2
2018/9/12, 41, , 14, 12, 1, 2
2018/9/13, 30, , 25, 15, 1, 3
2018/9/14, 43, , 23, 11, 1, 3
2018/9/15, 51, , 22, 11, 1, 4
2018/9/16, 52, , 29, 11, 1, 2
2018/9/17, 44, , 16, 13, 1, 3
2018/9/18, 32, , 12, 7, 1, 1
2018/9/19, 29, , 17, 5, 1, 1
2018/9/20, 31, , 23, 13, 1, 2
2018/9/21, 34, , 22, 6, 1, 1
2018/9/22, 33, , 18, 13, 1, 3
2018/9/23, 40, , 23, 8, 1, 1
2018/9/24, 44, , 23, 6, 1, 1
2018/9/25, 35, , 24, 9, 1, 2
2018/9/26, 15, , 20, 12, 1, 1
2018/9/27, 31, , 15, 11, 1, 2
2018/9/28, 37, , 26, 11, 1, 3
2018/9/29, 37, , 28, 13, 1, 3
2018/9/30, 39, , 18, 18, 1, 2
2018/4/1, 43, , 29, 23, , 3
2018/4/2, 50, , 32, 21, , 3
2018/4/3, 54, , 36, 14, , 2
2018/4/4, 35, , 32, 9, , 2
2018/4/5, 40, , 27, 24, , 3
2018/4/6, 53, , 35, 12, , 2
2018/4/7, 38, , 31, 8, , 1
2018/4/8, 36, , 30, 17, , 2
2018/4/9, 43, , 27, 21, , 2
2018/4/10, 54, , 33, 18, , 4
2018/4/11, 70, , 40, 18, , 3
2018/4/12, 65, , 34, 26, 1, 3
2018/4/13, 74, , 36, 11, , 2
2018/4/14, 54, , 35, 4, , 1
2018/4/15, 38, , 30, 7, , 1
2018/4/16, 36, , 27, 10, , 2
2018/4/17, 32, , 27, 11, , 2
2018/4/18, 36, , 21, 20, , 3
2018/4/19, 41, , 29, 11, , 2
2018/4/20, 35, , 39, 11, , 2
2018/4/21, 38, , 39, 15, , 2
2018/4/22, 43, , 39, 16, , 3
2018/4/23, 46, , 47, 17, , 2
2018/4/24, 49, , 31, 19, , 2
2018/4/25, 38, , 34, 14, 2, 2
2018/4/26, 30, , 25, 19, , 2
2018/4/27, 44, , 43, 12, , 2
2018/4/28, 53, , 39, 9, , 2
2018/4/29, 39, , 20, 14, , 2
2018/4/30, 32, , 33, 17, , 3
2018/5/1, 51, , 64, 18, 1, 3
2018/5/2, 58, , 44, 20, , 3
2018/5/3, 66, , 44, 15, 1, 3
2018/5/4, 59, , 38, 8, , 2
2018/5/5, 38, , 37, 14, , 2
2018/5/6, 49, , 25, 13, , 2
2018/5/7, 54, , 31, 12, , 2
2018/5/8, 46, , 28, 14, , 2
2018/5/9, 43, , 36, 12, , 1
2018/5/10, 42, , 32, 12, , 1
2018/5/11, 37, , 25, 15, , 1
2018/5/12, 45, , 33, 6, , 1
2018/5/13, 46, , 35, 11, , 2
2018/5/14, 43, , 35, 13, , 2
2018/5/15, 52, , 24, 9, , 1
2018/5/16, 45, , 24, 14, , 3
2018/5/17, 52, , 24, 6, , 1
2018/5/18, 43, , 24, 8, , 1
2018/5/19, 42, , 23, 6, , 2
2018/5/20, 27, , 35, 14, , 2
2018/5/21, 47, , 31, 20, , 3
2018/5/22, 53, , 33, 11, , 2
2018/5/23, 47, , 34, 9, , 1
2018/5/24, 47, , 62, 13, , 2
2018/5/25, 63, , 56, 10, 1, 2
2018/5/26, 67, , 28, 6, , 1
2018/5/27, 55, , 20, 5, , 1
2018/5/28, 46, , 31, 11, , 3
2018/5/29, 58, , 23, 15, , 2
2018/5/30, 62, , 35, 12, , 2
2018/5/31, 54, , 22, 10, , 2
2018/6/1, 35, , 18, 5, , 1
2018/6/2, 41, , 24, 1, , 1
2018/6/3, 34, , 24, 6, , 1
2018/6/4, 32, , 17, 13, , 2
2018/6/5, 40, , 25, 8, , 1
2018/6/6, 34, , 28, 10, , 2
2018/6/7, 46, , 40, 17, , 3
2018/6/8, 57, , 31, 16, 1, 3
2018/6/9, 55, , 33, 6, 1, 1
2018/6/10, 50, , 25, 7, , 1
2018/6/11, 46, , 40, 8, , 1
2018/6/12, 50, , 30, 9, , 2
2018/6/13, 46, , 32, 10, , 2
2018/6/14, 48, , 16, 8, , 2
2018/6/15, 41, , 12, 11, , 3
2018/6/16, 55, , , 12, , 2
2018/6/17, 63, , 49, 12, , 2
2018/6/18, 70, , 28, 10, , 1
2018/6/19, 46, , 37, 14, , 2
2018/6/20, 51, , 31, 13, , 2
2018/6/21, 58, , 26, 10, , 1
2018/6/22, 54, , 24, 7, , 1
2018/6/23, 50, , 26, 6, , 2
2018/6/24, 53, , 22, 7, , 1
2018/6/25, 31, , 35, 11, , 2
2018/6/26, 45, , 32, 8, , 2
2018/6/27, 42, , 19, 10, , 2
2018/6/28, 27, , 36, 12, , 3
2018/6/29, 41, , 44, 13, 1, 3
2018/6/30, 63, , 50, 9, 1, 3
2018/1/2, 56, , 23, 25, 1, 4
2018/1/3, 66, , 17, 28, 1, 5
2018/1/4, 75, , 25, 21, 4, 2
2018/1/5, 52, , 25, 9, 1, 2
2018/1/6, 51, , 26, 11, , 1
2018/1/7, 51, , 26, 18, 1, 3
2018/1/8, 66, , 22, 21, 2, 3
2018/1/9, 67, , 20, 21, 1, 3
2018/1/10, 62, , 17, 24, 1, 4
2018/1/11, 57, , 21, 23, 1, 3
2018/1/12, 55, , 26, 12, , 2
2018/1/13, 32, , 25, 5, , 1
2018/1/14, 29, , 25, 14, 1, 2
2018/1/15, 47, , 21, 23, 3, 2
2018/1/16, 55, , 15, 26, 1, 3
2018/1/17, 59, , 13, 24, 1, 3
2018/1/18, 53, , 20, 18, 1, 3
2018/1/19, 72, , 16, 22, 1, 4
2018/1/20, 83, , 26, 21, 1, 3
2018/1/21, 65, , 26, 28, 1, 6
2018/1/22, 72, , 15, 32, 1, 5
2018/1/23, 84, , 17, 29, 2, 4
2018/1/24, 58, , 26, 15, , 2
2018/1/25, 48, , 26, 15, 1, 2
2018/1/26, 46, , 25, 22, 1, 3
2018/1/27, 47, , 32, 15, 1, 3
2018/1/28, 53, , 29, 14, 1, 3
2018/1/29, 46, , 24, 13, 1, 1
2018/1/30, 40, , 25, 17, 1, 2
2018/1/31, 45, , 25, 17, 1, 3
2018/2/1, 56, , 22, 19, 1, 3
2018/2/2, 56, , 21, 14, , 2
2018/2/3, 53, , 27, 14, , 3
2018/2/4, 54, , 25, 14, 1, 2
2018/2/5, 47, , 26, 18, 1, 3
2018/2/6, 39, , 22, 22, 1, 3
2018/2/7, 51, , 6, 30, 1, 4
2018/2/8, 59, , 25, 16, 1, 3
2018/2/9, 58, , 27, 21, , 3
2018/2/10, 67, , 28, 15, , 3
2018/2/11, 56, , 13, 17, , 3
2018/2/12, 47, , 26, 18, , 3
2018/2/13, 48, , 26, 15, , 2
2018/2/14, 49, , 25, 23, , 4
2018/2/15, 56, , 6, 21, 1, 5
2018/2/16, 69, , 27, 16, 1, 4
2018/2/17, 62, , 29, 10, , 2
2018/2/18, 40, , 26, 18, , 3
2018/2/19, 51, , 31, 16, , 3
2018/2/20, 53, , 27, 15, 1, 3
2018/2/21, 43, , 27, 13, 1, 2
2018/2/22, 53, , 26, 14, 1, 1
2018/2/23, 42, , 26, 18, 1, 2
2018/2/24, 51, , 20, 11, , 2
2018/2/25, 39, , 28, 7, 1, 1
2018/2/26, 40, , 26, 18, 1, 3
2018/2/27, 45, , 31, 23, 1, 3
2018/2/28, 45, , 33, 18, , 3
2018/3/1, 48, , 30, 20, , 3
2018/3/2, 59, , 33, 5, , 1
2018/3/3, 33, , 32, 5, 1, 1
2018/3/4, 34, , 32, 5, , 1
2018/3/5, 34, , 31, 9, , 1
2018/3/6, 36, , 28, 12, , 1
2018/3/7, 43, , 32, 11, , 1
2018/3/8, 39, , 27, 16, , 2
2018/3/9, 38, , 26, 15, , 3
2018/3/10, 49, , 29, 11, , 2
2018/3/11, 41, , 29, 9, , 2
2018/3/12, 38, , 32, 14, , 2
2018/3/13, 38, , 33, 9, , 1
2018/3/14, 33, , 31, 12, , 2
2018/3/15, 34, , 31, 12, , 2
2018/3/16, 36, , 29, 15, , 2
2018/3/17, 44, , 34, 10, , 2
2018/3/18, 44, , 33, 10, , 2
2018/3/19, 43, , 29, 16, , 2
2018/3/20, 45, , 24, 20, , 2
2018/3/21, 43, , 27, 12, , 1
2018/3/22, 39, , 30, 15, , 2
2018/3/23, 38, , 31, 17, , 3
2018/3/24, 43, , 34, 13, , 2
2018/3/25, 38, , 32, 13, , 2
2018/3/26, 43, , 32, 19, , 2
2018/3/27, 47, , 28, 30, 1, 4
2018/3/28, 54, , 24, 28, , 4
2018/3/29, 69, , 29, 17, , 3
2018/3/30, 56, , 36, 8, , 2
2018/3/31, 45, , 36, 6, , 1
2017/10/1, 47, , 20, 13, 1, 3
2017/10/2, 41, , 25, 12, 1, 4
2017/10/3, 46, , 38, 12, , 2
2017/10/4, 42, , 32, 17, , 2
2017/10/5, 43, , 27, 20, 1, 3
2017/10/6, 40, , 34, 10, , 3
2017/10/7, 43, , 21, 3, , 2
2017/10/8, 16, , 16, 5, , 2
2017/10/9, 20, , 22, 12, , 3
2017/10/10, 31, , 17, 12, 1, 2
2017/10/11, 41, , 21, 7, , 1
2017/10/12, 36, , 23, 12, 2, 2
2017/10/13, 40, , 15, 17, 1, 4
2017/10/14, 53, , 26, 5, 1, 3
2017/10/15, 24, , 20, 9, 1, 2
2017/10/16, 32, , 21, 12, , 2
2017/10/17, 41, , 29, 20, 1, 4
2017/10/18, 49, , 37, 16, 1, 3
2017/10/19, 57, , 27, 16, 1, 3
2017/10/20, 50, , 33, 19, 1, 4
2017/10/21, 48, , 26, 15, 1, 3
2017/10/22, 56, , 23, 15, 1, 2
2017/10/23, 59, , 28, 10, 1, 2
2017/10/24, 31, , 23, 11, , 2
2017/10/25, 15, , 22, 8, , 1
2017/10/26, 24, , 23, 16, , 3
2017/10/27, 40, , 34, 13, , 4
2017/10/28, 49, , 31, 4, , 1
2017/10/30, 24, , 30, 8, , 2
2017/10/31, 25, , 22, 13, , 3
2017/11/1, 42, , 10, 16, 1, 4
2017/11/2, 48, , 25, 12, , 2
2017/11/3, 43, , 25, 12, , 2
2017/11/4, 35, , 17, 8, , 1
2017/11/5, 19, , 20, 5, , 1
2017/11/6, 29, , 23, 12, 1, 2
2017/11/7, 27, , 14, 11, 1, 2
2017/11/8, 35, , 18, 12, 2, 2
2017/11/9, 42, , 19, 21, 2, 5
2017/11/10, 59, , 27, 13, , 2
2017/11/11, 44, , 24, 14, 3, 3
2017/11/12, 53, , 14, 29, 2, 8
2017/11/13, 68, , 16, 26, 2, 5
2017/11/14, 75, , 16, 17, 2, 2
2017/11/15, 55, , 20, 17, 1, 2
2017/11/16, 44, , 18, 20, 1, 3
2017/11/17, 45, , 20, 10, , 2
2017/11/18, 33, , 23, 22, 1, 4
2017/11/19, 51, , 28, 6, 1, 2
2017/11/20, 38, , 24, 15, , 3
2017/11/21, 43, , 29, 17, 1, 3
2017/11/22, 53, , 16, 20, 1, 4
2017/11/23, 48, , 22, 13, 1, 4
2017/11/24, 42, , 21, 19, 1, 4
2017/11/25, 56, , 29, 17, 1, 4
2017/11/26, 52, , 22, 7, , 2
2017/11/27, 36, , 22, 15, 1, 3
2017/11/28, 51, , 26, 19, 1, 3
2017/11/29, 53, , 26, 14, 1, 2
2017/11/30, 54, , 16, 19, 1, 4
2017/12/1, 51, , 18, 17, 1, 3
2017/12/2, 51, , 11, 19, 1, 3
2017/12/3, 51, , 15, 19, 1, 5
2017/12/4, 64, , 15, 21, 1, 3
2017/12/5, 59, , 32, 17, 1, 2
2017/12/6, 46, , 28, 17, , 3
2017/12/7, 42, , 19, 21, 1, 4
2017/12/8, 55, , 15, 21, 1, 4
2017/12/9, 59, , 12, 22, 1, 3
2017/12/10, 64, , 20, 15, , 3
2017/12/11, 53, , 16, 22, 1, 5
2017/12/12, 68, , 13, 22, 1, 4
2017/12/13, 58, , 25, 11, , 2
2017/12/14, 47, , 23, 16, 1, 2
2017/12/15, 50, , 13, 28, 1, 4
2017/12/16, 61, , 21, 16, 1, 3
2017/12/17, 65, , 27, 16, 1, 3
2017/12/18, 55, , 10, 31, 1, 4
2017/12/19, 64, , 20, 21, 1, 4
2017/12/20, 70, , 24, 15, 1, 2
2017/12/21, 48, , 20, 18, 1, 2
2017/12/22, 54, , 19, 24, 1, 3
2017/12/23, 52, , 13, 26, 1, 4
2017/12/24, 66, , 25, 12, , 2
2017/12/25, 46, , 25, 7, , 1
2017/12/26, 44, , 27, 18, , 2
2017/12/27, 64, , 23, 20, 1, 3
2017/12/28, 67, , 24, 14, , 2
2017/12/29, 60, , 19, 21, 1, 3
2017/12/30, 62, , 17, 24, 1, 4
2017/12/31, 72, , 22, 17, 1, 3
2018/1/1, 77, , 27, 13, 1, 2
2017/7/1, 44, , 35, 3, , 2
2017/7/2, 35, , 35, 6, , 2
2017/7/3, 35, , 24, 8, 4, 3
2017/7/4, 54, , 25, 10, 1, 3
2017/7/5, 64, , 28, 6, , 2
2017/7/6, 37, , 22, 11, 1, 2
2017/7/7, 33, , 40, 8, , 3
2017/7/8, 40, , 24, 3, , 2
2017/7/9, 32, , 41, 9, , 2
2017/7/10, 48, , 32, 11, , 2
2017/7/11, 43, , 35, 12, , 3
2017/7/12, 54, , 24, 7, , 1
2017/7/13, 46, , 16, 7, 1, 1
2017/7/14, 29, , 25, 7, 1, 2
2017/7/15, 38, , 30, 6, , 3
2017/7/16, 29, , 40, 10, , 3
2017/7/17, 36, , 36, 9, , 2
2017/7/18, 36, , 45, 10, , 2
2017/7/19, 37, , 50, 16, , 3
2017/7/20, 53, , 41, 13, 1, 3
2017/7/21, 46, , 32, 12, 1, 3
2017/7/22, 54, , 19, 3, 1, 1
2017/7/23, 32, , 20, 6, , 
2017/7/24, 20, , 15, 9, , 1
2017/7/25, 32, , 24, 9, , 2
2017/7/26, 41, , 24, 10, , 2
2017/7/27, 32, , 32, 10, , 3
2017/7/28, 34, , 19, 7, 1, 1
2017/7/29, 34, , 20, 6, , 2
2017/7/30, 30, , 36, 11, 1, 2
2017/7/31, 39, , 33, 11, 1, 2
2017/8/1, 52, , 37, 14, 1, 3
2017/8/2, 52, , 41, 13, , 3
2017/8/3, 41, , 31, 9, 1, 2
2017/8/4, 29, , 19, 5, , 2
2017/8/5, 11, , 22, 4, , 2
2017/8/6, 24, , 25, 12, 1, 3
2017/8/7, 42, , 28, 10, , 1
2017/8/8, 28, , 34, 13, , 2
2017/8/9, 50, , 53, 14, 1, 3
2017/8/10, 54, , 31, 12, 1, 3
2017/8/11, 41, , 32, 8, , 2
2017/8/12, 33, , 35, 6, , 2
2017/8/13, 28, , 26, 16, 1, 3
2017/8/14, 43, , 36, 14, , 3
2017/8/15, 46, , 33, 12, , 2
2017/8/16, 47, , 32, 15, , 2
2017/8/17, 40, , 32, 11, , 3
2017/8/18, 38, , 24, 13, 1, 3
2017/8/19, 43, , 25, 6, , 3
2017/8/20, 39, , 41, 11, , 3
2017/8/21, 61, , 41, 10, , 3
2017/8/22, 63, , 31, 10, , 2
2017/8/23, 40, , 33, 14, 1, 3
2017/8/24, 45, , 25, 13, , 2
2017/8/25, 45, , 29, 10, , 3
2017/8/26, 43, , 28, 9, , 2
2017/8/27, 49, , 25, 11, 1, 2
2017/8/28, 50, , 16, 9, 1, 1
2017/8/29, 39, , 22, 9, 1, 2
2017/8/30, 37, , 32, 14, 1, 3
2017/8/31, 53, , 25, 8, , 1
2017/9/1, 38, , 29, 7, 1, 2
2017/9/2, 39, , 28, 5, , 1
2017/9/3, 37, , 40, 4, 1, 2
2017/9/4, 41, , 39, 10, 1, 2
2017/9/5, 54, , , , , 
2017/9/9, 60, , 17, 7, 1, 2
2017/9/10, 39, , 23, 12, , 3
2017/9/11, 36, , 31, 15, 1, 3
2017/9/12, 40, , 38, 14, 1, 3
2017/9/13, 46, , 30, 13, , 3
2017/9/14, 37, , 26, 16, , 3
2017/9/15, 55, , 19, 22, 1, 3
2017/9/16, 60, , 29, 14, 1, 3
2017/9/17, 56, , 27, 11, , 1
2017/9/18, 30, , 21, 7, , 1
2017/9/19, 19, , 16, 3, , 1
2017/9/20, 9, , 23, 3, , 1
2017/9/21, 38, , 19, 4, , 1
2017/9/22, 34, , 19, 5, , 2
2017/9/23, 28, , 29, 19, 1, 6
2017/9/24, 49, , 24, 18, 1, 4
2017/9/25, 50, , 25, 13, , 3
2017/9/26, 30, , 16, 8, 1, 2
2017/9/27, 19, , 28, 9, , 2
2017/9/28, 27, , 26, 12, , 2
2017/9/29, 35, , 17, 11, , 2
2017/9/30, 42, , 26, 9, , 3
2017/4/1, 37, , 34, 11, , 2
2017/4/2, 46, , 28, 22, , 3
2017/4/3, 38, , 29, 10, , 2
2017/4/4, 35, , 29, 12, , 2
2017/4/5, 31, , 27, 13, , 2
2017/4/6, 20, , 27, 11, , 2
2017/4/7, 35, , 26, 6, , 2
2017/4/8, 31, , 36, 10, , 2
2017/4/9, 33, , 46, 18, , 3
2017/4/10, 42, , 49, 16, , 3
2017/4/11, 58, , 27, 15, , 2
2017/4/12, 57, , 30, 12, , 2
2017/4/13, 36, , 33, 19, , 2
2017/4/14, 34, , 45, 11, , 2
2017/4/15, 41, , 44, 5, , 2
2017/4/16, 47, , 34, 8, , 2
2017/4/17, 33, , 27, 6, , 1
2017/4/18, 24, , 30, 12, , 2
2017/4/19, 37, , 30, 12, , 2
2017/4/20, 40, , 29, 8, , 1
2017/4/21, 29, , 27, 9, , 1
2017/4/22, 34, , 22, 7, , 2
2017/4/23, 29, , 29, 14, , 3
2017/4/24, 30, , 22, 10, , 1
2017/4/25, 26, , 24, 19, , 2
2017/4/26, 35, , 19, 15, , 2
2017/4/27, 37, , 34, 14, , 3
2017/4/28, 45, , 40, 10, 1, 3
2017/4/29, 52, , 30, 4, , 1
2017/4/30, 21, , 22, 10, , 1
2017/5/1, 27, , 31, 18, , 3
2017/5/2, 43, , 27, 11, , 1
2017/5/3, 28, , 32, 12, , 2
2017/5/4, 38, , 25, 12, , 1
2017/5/5, 35, , 34, 11, , 2
2017/5/6, 30, , 33, 4, , 1
2017/5/7, 31, , 22, 9, , 2
2017/5/8, 29, , 22, 15, , 2
2017/5/9, 31, , 20, 13, , 2
2017/5/10, 31, , 23, 7, , 1
2017/5/11, 25, , 20, 9, , 1
2017/5/12, 26, , 23, 9, 1, 1
2017/5/13, 31, , 27, 5, , 1
2017/5/14, 39, , 28, 13, , 2
2017/5/15, 33, , 31, 13, , 2
2017/5/16, 37, , 70, 17, , 3
2017/5/17, 46, , 74, 16, , 3
2017/5/18, 59, , 42, 12, , 2
2017/5/19, 49, , 29, 4, 1, 1
2017/5/20, 29, , 28, 5, 1, 1
2017/5/21, 34, , 23, 12, , 2
2017/5/22, 33, , 27, 14, , 2
2017/5/23, 36, , 28, 14, , 2
2017/5/24, 40, , 24, 13, , 1
2017/5/25, 23, , 22, 9, , 1
2017/5/26, 29, , 25, 6, , 1
2017/5/27, 25, , 28, 7, 1, 2
2017/5/28, 40, , 23, 5, , 
2017/5/29, 29, , 23, 11, , 1
2017/5/30, 35, , 33, 11, , 2
2017/5/31, 35, , 39, 16, , 2
2017/6/1, 33, , 31, 12, , 2
2017/6/2, 36, , 21, 9, , 2
2017/6/3, 36, , 26, 6, , 2
2017/6/4, 32, , 27, 9, , 1
2017/6/5, 21, , 23, 6, , 1
2017/6/6, 22, , 24, 12, , 1
2017/6/7, 33, , 32, 15, , 3
2017/6/8, 48, , 33, 15, , 2
2017/6/9, 31, , 60, 11, , 3
2017/6/10, 57, , 69, 7, , 3
2017/6/11, 60, , 61, 17, , 3
2017/6/12, 64, , 51, 15, , 3
2017/6/13, 63, , 28, 8, , 1
2017/6/14, 39, , 27, 10, , 2
2017/6/15, 41, , 23, 8, , 1
2017/6/16, 33, , 16, 15, 1, 2
2017/6/17, 35, , 21, 3, 1, 2
2017/6/18, 19, , 22, 5, , 1
2017/6/19, 40, , 44, 9, , 2
2017/6/20, 18, , 42, 14, 1, 2
2017/6/21, 37, , 36, 11, , 2
2017/6/22, 35, , 41, 13, , 2
2017/6/23, 47, , 30, 6, , 2
2017/6/24, 42, , 36, 6, , 2
2017/6/25, 32, , 33, 11, , 2
2017/6/26, 39, , 39, 15, , 2
2017/6/27, 50, , 24, 7, , 2
2017/6/28, 40, , 37, 8, , 2
2017/6/29, 50, , 41, 10, , 2
2017/6/30, 54, , 26, 3, , 2
2017/1/3, 54, , 23, 11, , 2
2017/1/4, 26, , 21, 15, , 3
2017/1/5, 28, , 21, 17, , 3
2017/1/6, 48, , 18, 20, , 3
2017/1/7, 61, , 23, 19, , 2
2017/1/8, 52, , 27, 14, , 2
2017/1/9, 51, , 19, 26, , 3
2017/1/10, 65, , 23, 30, 1, 5
2017/1/11, 64, , 29, 19, , 3
2017/1/12, 45, , 24, 16, , 2
2017/1/13, 50, , 29, 13, , 2
2017/1/14, 34, , 25, 17, , 2
2017/1/15, 40, , 28, 15, , 2
2017/1/16, 56, , 25, 26, 1, 4
2017/1/17, 58, , 17, 22, , 4
2017/1/18, 56, , 15, 17, , 2
2017/1/19, 39, , 20, 21, , 3
2017/1/20, 58, , 13, 26, , 4
2017/1/21, 47, , 12, 17, , 4
2017/1/22, 62, , 23, 13, , 4
2017/1/23, 47, , 29, 7, , 1
2017/1/24, 26, , 30, 9, , 1
2017/1/25, 30, , 25, 16, , 2
2017/1/26, 32, , 21, 18, , 3
2017/1/27, 48, , 21, 12, , 2
2017/1/28, 29, , 20, 12, , 2
2017/1/29, 36, , 24, 14, , 2
2017/1/30, 49, , 25, 20, , 3
2017/1/31, 46, , 23, 20, , 2
2017/2/1, 48, , 21, 27, , 4
2017/2/2, 67, , 24, 19, , 3
2017/2/3, 44, , 26, 20, , 3
2017/2/4, 58, , 28, 15, , 3
2017/2/5, 51, , 29, 15, , 3
2017/2/6, 56, , 28, 15, , 2
2017/2/7, 44, , 23, 14, , 2
2017/2/8, 32, , 18, 23, , 4
2017/2/9, 58, , 26, 14, , 2
2017/2/10, 41, , 27, 20, , 2
2017/2/11, 46, , 14, 26, , 4
2017/2/12, 76, , 23, 18, , 2
2017/2/13, 48, , 27, 13, , 2
2017/2/14, 43, , 23, 25, , 4
2017/2/15, 53, , 19, 31, 1, 5
2017/2/16, 61, , 20, 15, , 3
2017/2/17, 49, , 27, 19, , 2
2017/2/18, 46, , 31, 22, , 3
2017/2/19, 56, , 34, 18, , 3
2017/2/20, 57, , 32, 15, , 2
2017/2/21, 40, , 31, 24, , 3
2017/2/22, 44, , 29, 26, , 4
2017/2/23, 61, , 34, 23, , 4
2017/2/24, 66, , 32, 15, , 2
2017/2/25, 46, , 31, 9, , 2
2017/2/26, 29, , 29, 5, , 2
2017/2/27, 30, , 28, 17, , 2
2017/2/28, 49, , 26, 22, , 3
2017/3/1, 60, , 26, 13, , 2
2017/3/2, 43, , 32, 10, , 2
2017/3/3, 46, , 29, 15, , 2
2017/3/4, 36, , 29, 8, , 2
2017/3/5, 51, , 31, 9, , 2
2017/3/6, 49, , 23, 23, , 3
2017/3/7, 48, , 33, 24, , 3
2017/3/8, 49, , 32, 14, , 2
2017/3/9, 41, , 32, 17, , 2
2017/3/10, 43, , 26, 18, , 2
2017/3/11, 42, , 28, 8, , 2
2017/3/12, 48, , 20, 6, , 2
2017/3/13, 58, , 22, 15, , 2
2017/3/14, 52, , 23, 14, , 2
2017/3/15, 43, , 25, 11, , 2
2017/3/16, 40, , 32, 14, , 2
2017/3/17, 38, , 33, 22, , 3
2017/3/18, 44, , 31, 11, , 2
2017/3/19, 30, , 28, 8, , 2
2017/3/20, 31, , 34, 21, , 2
2017/3/21, 43, , 36, 23, , 3
2017/3/22, 46, , 30, 13, , 2
2017/3/23, 40, , 31, 16, , 2
2017/3/24, 42, , 28, 27, , 3
2017/3/25, 52, , 19, 19, , 2
2017/3/26, 41, , 26, 20, , 2
2017/3/27, 48, , 25, 13, , 1
2017/3/28, 32, , 28, 13, , 2
2017/3/29, 35, , 33, 13, , 2
2017/3/30, 31, , 28, 15, , 2
2017/3/31, 39, , 32, 7, , 1
2016/10/1, 15, , 20, 9, , 1
2016/10/2, 23, , 15, 11, , 2
2016/10/3, 30, , 17, 8, , 1
2016/10/4, 27, , 23, 14, , 2
2016/10/5, 32, , 17, 26, 1, 5
2016/10/6, 49, , 24, 28, , 5
2016/10/7, 49, , 21, 19, , 4
2016/10/8, 43, , 19, 10, 1, 1
2016/10/9, 18, , 19, 10, , 2
2016/10/10, 33, , 19, 21, , 3
2016/10/11, 38, , 21, 20, , 4
2016/10/12, 38, , 24, 19, , 3
2016/10/13, 39, , 20, 14, , 2
2016/10/14, 36, , 21, 14, , 3
2016/10/15, 38, , 34, 12, , 3
2016/10/16, 39, , 22, 21, , 4
2016/10/17, 41, , 37, 18, , 3
2016/10/18, 60, , 23, 18, , 3
2016/10/19, 43, , 17, 11, , 1
2016/10/20, 35, , 18, 15, , 2
2016/10/21, 27, , 13, 9, , 2
2016/10/22, 16, , 23, 3, , 1
2016/10/23, 19, , 21, 12, , 2
2016/10/24, 35, , 20, 13, , 2
2016/10/25, 35, , 19, 14, , 2
2016/10/26, 44, , 24, 19, , 3
2016/10/27, 39, , 19, 11, , 2
2016/10/28, 32, , 15, 14, , 3
2016/10/29, 35, , 18, 10, , 3
2016/10/31, 44, , 16, 10, , 2
2016/11/1, 34, , 14, 20, , 3
2016/11/2, 46, , 17, 25, , 5
2016/11/3, 50, , 16, 20, , 4
